POST_CODE,MUNICIPALITY,CITY_SHIRE,SUBURB_GROUP,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,prelim 2023,change 2021-22,change 2021-22,Growth PA,SUBURB_NAMES
3977,Southeastern municipalities and their suburbs,City of Casey,Outer,320000.0,330000.0,335000.0,350000.0,410000.0,510500.0,540000.0,508000.0,526000,621500,680000,635000,9,113,7.8,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3977,Southeastern municipalities and their suburbs,City of Casey,Outer,,,455000.0,685000.0,685000.0,600000.0,425000.0,632500.0,634000,710000,820000,722500,15,,,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3977,Southeastern municipalities and their suburbs,City of Casey,Outer,300000.0,312000.0,320000.0,370000.0,389000.0,436000.0,509000.0,483500.0,515000,605000,635000,630000,5,112,7.8,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3977,Southeastern municipalities and their suburbs,City of Casey,Outer,343500.0,355000.0,315000.0,380000.0,417500.0,525000.0,542500.0,485000.0,530000,751500,825000,390000,10,140,9.2,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3977,Southeastern municipalities and their suburbs,City of Frankston,Outer,511500.0,545000.0,549000.0,617500.0,678500.0,730000.0,837500.0,812500.0,780000,950000,1009000,929000,6,97,7.0,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3977,Southeastern municipalities and their suburbs,City of Frankston,Outer,390000.0,395000.0,413000.0,430000.0,479000.0,570000.0,611000.0,597500.0,610000,742500,770000,730500,4,97,7.0,"Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne West, Cranbourne South, Junction Village, Fiveways, Sandhurst, Skye"
3978,Southeastern municipalities and their suburbs,City of Casey,Outer,272500.0,397000.0,406000.0,397000.0,435000.0,430000.0,505000.0,542500.0,575000,636000,698000,690000,10,156,9.9,"Clyde, Clyde North"
3978,Southeastern municipalities and their suburbs,City of Casey,Outer,395000.0,409000.0,380000.0,410000.0,491000.0,550000.0,595000.0,570000.0,605000,670000,740000,700500,10,87,6.5,"Clyde, Clyde North"
3177,Southeastern municipalities and their suburbs,City of Casey,Outer,290000.0,302000.0,310500.0,348000.0,405000.0,490000.0,543500.0,472000.0,500000,582500,625000,545000,7,116,8.0,"Doveton, Eumemmerring"
3177,Southeastern municipalities and their suburbs,City of Casey,Outer,327500.0,353000.0,365000.0,408500.0,450500.0,517500.0,622000.0,540000.0,550000,628000,750500,580000,19,129,8.6,"Doveton, Eumemmerring"
3802,Southeastern municipalities and their suburbs,City of Casey,Outer,390000.0,400000.0,432000.0,496500.0,550000.0,630500.0,651000.0,620000.0,672000,750000,815000,710000,9,109,7.6,Endeavour Hills
3803,Southeastern municipalities and their suburbs,City of Casey,Outer,360000.0,362500.0,380000.0,424000.0,455000.0,580000.0,630000.0,550000.0,600000,700000,720000,660000,3,100,7.2,Hallam
3976,Southeastern municipalities and their suburbs,City of Casey,Outer,320000.0,330000.0,337500.0,370000.0,410000.0,505000.0,550000.0,502000.0,538000,620000,665000,645000,7,108,7.6,Hampton Park
3975,Southeastern municipalities and their suburbs,City of Casey,Outer,415000.0,430000.0,460000.0,500000.0,542500.0,595000.0,640000.0,623000.0,660000,750000,810000,814500,8,95,6.9,"Lynbrook, Lyndhurst"
3975,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,450000.0,465000.0,482500.0,550000.0,585000.0,625000.0,695000.0,665500.0,701500,815500,952500,841500,17,112,7.8,"Lynbrook, Lyndhurst"
3805,Southeastern municipalities and their suburbs,City of Casey,Outer,356000.0,370000.0,386000.0,430000.0,487000.0,590000.0,614000.0,588000.0,610000,700000,747500,708000,7,110,7.7,"Narre Warren, Narre Warren South"
3805,Southeastern municipalities and their suburbs,City of Casey,Outer,405000.0,410000.0,440000.0,476000.0,530000.0,620000.0,636500.0,625000.0,660000,750000,800000,790000,7,98,7.0,"Narre Warren, Narre Warren South"
3804,Southeastern municipalities and their suburbs,City of Casey,Outer,660000.0,682500.0,822500.0,771500.0,900000.0,1108000.0,1180000.0,1075000.0,1167500,1421500,1600000,1677500,13,142,9.3,Narre Warren North
3912,Southeastern municipalities and their suburbs,City of Casey,Outer,425000.0,385000.0,445000.0,470000.0,534000.0,607000.0,660000.0,660000.0,660000,790500,815000,695000,3,92,6.7,"Pearcedale, Somerville, Pearcedale"
3912,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,425000.0,385000.0,445000.0,470000.0,534000.0,607000.0,660000.0,660000.0,660000,790500,815000,695000,3,92,6.7,"Pearcedale, Somerville, Pearcedale"
3912,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,360000.0,385000.0,395000.0,425000.0,465000.0,580000.0,615000.0,600000.0,640000,780000,811000,750000,4,125,8.5,"Pearcedale, Somerville, Pearcedale"
3175,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,400000.0,405000.0,439000.0,485000.0,555500.0,620000.0,640000.0,601000.0,630000,700000,740000,670000,6,85,6.3,"Dandenong, Dandenong North"
3175,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,370000.0,390000.0,415500.0,481000.0,551000.0,633500.0,640000.0,606500.0,640000,729000,740000,705000,2,100,7.2,"Dandenong, Dandenong North"
3173,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,425000.0,435000.0,456500.0,559500.0,650000.0,730000.0,745000.0,735000.0,756000,887500,911500,901000,3,114,7.9,Keysborough
3174,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,382000.0,400000.0,440000.0,510000.0,600000.0,680000.0,680000.0,625500.0,675000,752000,755000,709000,0,98,7.1,"Noble Park, Noble Park North"
3174,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,370000.0,383000.0,420000.0,491500.0,563000.0,640000.0,660000.0,610000.0,655500,750000,795000,730000,6,115,7.9,"Noble Park, Noble Park North"
3171,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,448000.0,451500.0,530000.0,629500.0,685000.0,750000.0,780000.0,746500.0,785000,854000,885000,832000,4,98,7.0,Springvale
3172,Southeastern municipalities and their suburbs,City of Greater Dandenong,Outer,408000.0,430000.0,475000.0,562000.0,630000.0,720000.0,720000.0,679000.0,725000,800000,817500,771000,2,100,7.2,"Springvale South, Dingley Village"
3172,Southeastern municipalities and their suburbs,City of Kingston,Mid,515000.0,553500.0,607000.0,690000.0,775500.0,887000.0,840500.0,810000.0,934000,1050000,1112000,931000,6,116,8.0,"Springvale South, Dingley Village"
3201,Southeastern municipalities and their suburbs,City of Frankston,Outer,334000.0,330000.0,346000.0,370000.0,430000.0,525000.0,575000.0,537000.0,575000,668000,715000,680000,7,114,7.9,Carrum Downs
3199,Southeastern municipalities and their suburbs,City of Frankston,Outer,340000.0,350000.0,372000.0,426000.0,474000.0,600000.0,605000.0,581000.0,621500,750000,764500,698000,2,125,8.4,"Frankston, Frankston South"
3199,Southeastern municipalities and their suburbs,City of Frankston,Outer,510000.0,535000.0,560000.0,620000.0,690000.0,815500.0,855000.0,817500.0,860000,1150000,1185000,1080000,3,132,8.8,"Frankston, Frankston South"
3200,Southeastern municipalities and their suburbs,City of Frankston,Outer,245000.0,255000.0,269000.0,297000.0,352000.0,470000.0,502000.0,423000.0,450000,580000,610000,555000,5,149,9.6,Frankston North
3910,Southeastern municipalities and their suburbs,City of Frankston,Outer,375000.0,385000.0,420000.0,450000.0,503000.0,600000.0,642500.0,610000.0,660000,810000,860000,816000,6,129,8.7,Langwarrin
3198,Southeastern municipalities and their suburbs,City of Frankston,Outer,392500.0,419500.0,450000.0,475000.0,580500.0,700000.0,695000.0,655000.0,700000,850000,880000,796500,4,124,8.4,Seaford
3204,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,820000.0,900000.0,1050000.0,1245000.0,1380000.0,1470000.0,1394000.0,1376000.0,1510000,1748500,1726500,1885000,-1,111,7.7,"Bentleigh, McKinnon, Ormond"
3204,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,944000.0,1025000.0,1220000.0,1500000.0,1657500.0,1720000.0,1555000.0,1520500.0,1675000,1995000,1975000,1130000,-1,109,7.7,"Bentleigh, McKinnon, Ormond"
3204,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,857500.0,997500.0,1187500.0,1300000.0,1550000.0,1604500.0,1600000.0,1475000.0,1590000,1900000,1875000,1636000,-1,119,8.1,"Bentleigh, McKinnon, Ormond"
3165,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,680000.0,750000.0,850000.0,1000500.0,1115000.0,1256000.0,1205000.0,1200000.0,1255000,1480000,1500000,1305000,1,121,8.2,Bentleigh East
3162,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,1085000.0,1172500.0,1322000.0,1650000.0,1715000.0,1885000.0,1701000.0,1762500.0,1818500,2060000,2079000,,1,92,6.7,"Caulfield, Caulfield South"
3162,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,890000.0,1050000.0,1200000.0,1375000.0,1517500.0,1690000.0,1600000.0,1494500.0,1747500,1950000,1845000,1800000,-5,107,7.6,"Caulfield, Caulfield South"
3161,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,1330000.0,1415000.0,1480000.0,1875000.0,2181000.0,2285000.0,1960000.0,2112000.0,2350000,2695000,2645000,1975000,-2,99,7.1,Caulfield North
3163,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,845000.0,865000.0,1007500.0,1300000.0,1348500.0,1510000.0,1445000.0,1313500.0,1420000,1776000,1683500,1480000,-5,99,7.1,"Carnegie, Glen Huntly, Murrumbeena"
3163,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,792500.0,977500.0,1135000.0,1350000.0,1330000.0,1415000.0,1253000.0,1440000.0,1342500,2002500,1570000,1513000,-22,98,7.1,"Carnegie, Glen Huntly, Murrumbeena"
3163,Southeastern municipalities and their suburbs,City of Glen Eira,Mid,785000.0,870000.0,982500.0,1204000.0,1286000.0,1420000.0,1343500.0,1241500.0,1405000,1695000,1680000,1840000,-1,114,7.9,"Carnegie, Glen Huntly, Murrumbeena"
3195,Southeastern municipalities and their suburbs,City of Kingston,Mid,610000.0,620000.0,690000.0,795500.0,891000.0,1125000.0,980000.0,994000.0,1120000,1321500,1420000,1257500,7,133,8.8,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
3195,Southeastern municipalities and their suburbs,City of Kingston,Mid,552000.0,586500.0,632000.0,715000.0,775000.0,882500.0,935000.0,844000.0,970000,1130500,1150000,985000,2,108,7.6,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
3195,Southeastern municipalities and their suburbs,City of Kingston,Mid,642500.0,680000.0,755000.0,850000.0,933000.0,1120000.0,1046500.0,1017500.0,1089000,1375000,1327000,1355000,-3,107,7.5,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
3195,Southeastern municipalities and their suburbs,City of Kingston,Mid,677000.0,760000.0,860000.0,965000.0,1100000.0,1300000.0,1245000.0,1157500.0,1200500,1540000,1530000,1251500,-1,126,8.5,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
3195,Southeastern municipalities and their suburbs,City of Kingston,Mid,682000.0,667000.0,845000.0,902000.0,1050000.0,1127500.0,1110000.0,1270000.0,1408000,1445000,1475000,1275000,2,116,8.0,"Aspendale, Aspendale Gardens, Mordialloc, Parkdale, Waterways"
3196,Southeastern municipalities and their suburbs,City of Kingston,Mid,535000.0,580000.0,635000.0,700000.0,778000.0,882500.0,910000.0,855000.0,930000,1115000,1180000,995000,6,121,8.2,"Bonbeach, Chelsea, Chelsea Heights, Edithvale"
3196,Southeastern municipalities and their suburbs,City of Kingston,Mid,545000.0,577500.0,580000.0,730000.0,890000.0,914000.0,905000.0,856500.0,980000,1167500,1135000,1082500,-3,108,7.6,"Bonbeach, Chelsea, Chelsea Heights, Edithvale"
3196,Southeastern municipalities and their suburbs,City of Kingston,Mid,440000.0,465000.0,513000.0,598000.0,641000.0,750000.0,778000.0,750000.0,805000,977500,935000,877500,-4,113,7.8,"Bonbeach, Chelsea, Chelsea Heights, Edithvale"
3196,Southeastern municipalities and their suburbs,City of Kingston,Mid,625000.0,615000.0,670000.0,766000.0,930000.0,1058500.0,1047500.0,950000.0,1029500,1240000,1366500,1267500,10,119,8.1,"Bonbeach, Chelsea, Chelsea Heights, Edithvale"
3197,Southeastern municipalities and their suburbs,City of Kingston,Mid,499000.0,510000.0,536000.0,611000.0,750000.0,835500.0,860000.0,770000.0,830500,967000,992500,960000,3,99,7.1,"Carrum, Patterson Lakes, Patterson Gardens"
3197,Southeastern municipalities and their suburbs,City of Kingston,Mid,730000.0,645000.0,734000.0,787500.0,810000.0,1021500.0,1025000.0,924000.0,1100000,1308500,1494500,1361000,14,105,7.4,"Carrum, Patterson Lakes, Patterson Gardens"
3197,Southeastern municipalities and their suburbs,City of Kingston,Mid,610000.0,620000.0,672000.0,739000.0,812000.0,885000.0,890000.0,920000.0,970000,1155000,1300500,865000,13,113,7.9,"Carrum, Patterson Lakes, Patterson Gardens"
3169,Southeastern municipalities and their suburbs,City of Kingston,Mid,475500.0,525000.0,606500.0,682500.0,751000.0,866000.0,802500.0,820000.0,851500,1024500,1090000,929000,6,129,8.6,"Clarinda, Clayton South, Westall"
3169,Southeastern municipalities and their suburbs,City of Kingston,Mid,467500.0,522500.0,580000.0,690000.0,755000.0,850000.0,850000.0,832000.0,830000,982500,993000,942000,1,112,7.8,"Clarinda, Clayton South, Westall"
3169,Southeastern municipalities and their suburbs,City of Kingston,Mid,479000.0,513500.0,550000.0,610000.0,696000.0,780000.0,800000.0,744500.0,739000,855000,891500,842500,4,86,6.4,"Clarinda, Clayton South, Westall"
3194,Southeastern municipalities and their suburbs,City of Kingston,Mid,665000.0,705000.0,810000.0,950000.0,982500.0,1097500.0,1080000.0,1031000.0,1050000,1367500,1470000,1436000,7,121,8.3,Mentone
3168,Southeastern municipalities and their suburbs,City of Monash,Mid,572500.0,645000.0,750000.0,976000.0,1010500.0,1250000.0,1255000.0,1158000.0,1055000,1202500,1111000,1230000,-8,94,6.9,"Clayton, Clayton North, Notting Hill"
3168,Southeastern municipalities and their suburbs,City of Monash,Mid,649000.0,630000.0,850000.0,1100000.0,1100000.0,1234500.0,1330000.0,1377500.0,1330000,1300000,1322500,1306000,2,104,7.4,"Clayton, Clayton North, Notting Hill"
3168,Southeastern municipalities and their suburbs,City of Monash,Mid,547000.0,566500.0,660000.0,780000.0,872500.0,993000.0,957500.0,880000.0,930000,1141000,1058000,1200000,-7,94,6.8,"Clayton, Clayton North, Notting Hill"
3150,Southeastern municipalities and their suburbs,City of Monash,Mid,720000.0,815000.0,960000.0,1212500.0,1221000.0,1337500.0,1300000.0,1287500.0,1302500,1559000,1560000,1750500,0,117,8.0,"Glen Waverley, Syndal, Wheelers Hill"
3150,Southeastern municipalities and their suburbs,City of Monash,Mid,778000.0,950500.0,1160000.0,1505000.0,1410000.0,1585000.0,1530000.0,1499000.0,1570000,1787500,1867500,1400000,4,140,9.2,"Glen Waverley, Syndal, Wheelers Hill"
3150,Southeastern municipalities and their suburbs,City of Monash,Mid,669000.0,740000.0,805000.0,999000.0,1050000.0,1160000.0,1118500.0,1010000.0,1173500,1371000,1440000,1524000,5,115,8.0,"Glen Waverley, Syndal, Wheelers Hill"
3166,Southeastern municipalities and their suburbs,City of Monash,Mid,741500.0,820000.0,856000.0,1165000.0,1222500.0,1407000.0,1260000.0,1150500.0,1300000,1507500,1500000,1207500,0,102,7.3,"Hughesdale, Huntingdale, Oakleigh, Oakleigh East"
3166,Southeastern municipalities and their suburbs,City of Monash,Mid,590000.0,659000.0,728000.0,835000.0,924500.0,1132000.0,1010000.0,914000.0,1090000,1299500,1250000,1364000,-4,112,7.8,"Hughesdale, Huntingdale, Oakleigh, Oakleigh East"
3166,Southeastern municipalities and their suburbs,City of Monash,Mid,645000.0,753500.0,801500.0,1002000.0,1050000.0,1210000.0,1250000.0,1101000.0,1255000,1389500,1421000,1525000,2,120,8.2,"Hughesdale, Huntingdale, Oakleigh, Oakleigh East"
3166,Southeastern municipalities and their suburbs,City of Monash,Mid,610000.0,672000.0,820000.0,990000.0,983000.0,1195000.0,992500.0,950000.0,995000,1187500,1152500,884000,-3,89,6.6,"Hughesdale, Huntingdale, Oakleigh, Oakleigh East"
3149,Southeastern municipalities and their suburbs,City of Monash,Mid,733000.0,820000.0,950000.0,1267500.0,1265000.0,1416000.0,1320000.0,1270500.0,1300000,1511000,1506000,1407000,0,105,7.5,Mount Waverley
3170,Southeastern municipalities and their suburbs,City of Monash,Mid,533000.0,577500.0,627000.0,765500.0,786000.0,900500.0,860000.0,840000.0,850000,1000000,992000,933000,-1,86,6.4,Mulgrave
3936,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,451000.0,462000.0,492000.0,551000.0,583000.0,690000.0,786000.0,715000.0,762500,1000000,1100000,929500,10,144,9.3,"Dromana, Safety Beach"
3936,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,551000.0,515000.0,516500.0,595000.0,665000.0,780000.0,825000.0,810000.0,897500,1117000,1250000,1340000,12,127,8.5,"Dromana, Safety Beach"
3931,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,501500.0,525000.0,558000.0,641000.0,745000.0,800000.0,850000.0,810000.0,895000,1100000,1133500,1050000,3,126,8.5,Mornington
3930,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,680000.0,750000.0,777500.0,832000.0,950000.0,1137500.0,1220000.0,1180000.0,1313000,1700000,1725000,1782500,1,154,9.8,Mount Eliza
3934,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,715500.0,730000.0,745000.0,785000.0,965000.0,1050000.0,1202500.0,1262500.0,1420000,1818000,1880000,1685000,3,163,10.1,"Mount Martha, Balcombe, Osborne"
3934,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,686000.0,710000.0,737000.0,871000.0,950000.0,1100000.0,1240000.0,1125000.0,1300000,1750000,1852500,1865000,6,170,10.4,"Mount Martha, Balcombe, Osborne"
3934,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,507500.0,530000.0,540500.0,580000.0,640000.0,735000.0,757000.0,777500.0,850500,1112000,1130000,1012500,2,123,8.3,"Mount Martha, Balcombe, Osborne"
3939,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,350000.0,367000.0,365000.0,389000.0,445000.0,536000.0,590000.0,550000.0,595000,780000,812500,710500,4,132,8.8,"Rosebud, Rosebud South, Cape Schanck, Fingal"
3939,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,450000.0,425000.0,500000.0,515000.0,545000.0,647500.0,711500.0,697000.0,675000,951000,1085000,1110000,14,141,9.2,"Rosebud, Rosebud South, Cape Schanck, Fingal"
3939,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,655000.0,620000.0,557500.0,660000.0,667500.0,972500.0,845000.0,940000.0,1095500,1365000,1230000,2225000,-10,88,6.5,"Rosebud, Rosebud South, Cape Schanck, Fingal"
3939,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,600000.0,677500.0,730000.0,857500.0,840000.0,1000000.0,1350000.0,1240000.0,1312500,1807500,1975000,,9,229,12.7,"Rosebud, Rosebud South, Cape Schanck, Fingal"
3915,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,347000.0,345000.0,368000.0,365000.0,400000.0,507500.0,519500.0,506000.0,562000,651000,729000,682500,12,110,7.7,"Hastings, Hastings West"
3915,Southeastern municipalities and their suburbs,Shire of Mornington Peninsula,Outer,282500.0,280000.0,277000.0,289500.0,338000.0,425000.0,480000.0,430000.0,487500,590000,660000,577500,12,134,8.9,"Hastings, Hastings West"
3143,Southeastern municipalities and their suburbs,City of Stonnington,Mid,1500000.0,1675000.0,1750000.0,2172500.0,2364000.0,2300000.0,2341500.0,2490000.0,2625000,2700000,2714500,2080000,1,81,6.1,Armadale
3144,Southeastern municipalities and their suburbs,City of Stonnington,Mid,1550000.0,1508500.0,1946000.0,2230000.0,2332000.0,2750000.0,2661000.0,2570000.0,2865000,3001000,3020000,1750000,1,95,6.9,Malvern
3145,Southeastern municipalities and their suburbs,City of Stonnington,Mid,1039000.0,1200000.0,1380000.0,1610000.0,1729000.0,1824000.0,1900000.0,1789000.0,1890000,2110000,2275000,1511000,8,119,8.2,Malvern East
3181,Southeastern municipalities and their suburbs,City of Stonnington,Mid,932500.0,990000.0,1175000.0,1350000.0,1430000.0,1525000.0,1578000.0,1520000.0,1650000,1831000,1800000,1540000,-2,93,6.8,"Prahran, Windsor"
3181,Southeastern municipalities and their suburbs,City of Stonnington,Mid,818000.0,835000.0,956500.0,1094000.0,1505000.0,1420000.0,1422500.0,1350000.0,1350000,1645000,1650000,1399000,0,102,7.3,"Prahran, Windsor"
3142,Southeastern municipalities and their suburbs,City of Stonnington,Mid,2775000.0,2875000.0,3391000.0,3987500.0,4900000.0,5100000.0,4700000.0,4550000.0,5500000,6320000,6200000,3930000,-2,123,8.4,Toorak
3021,Western municipalities and their suburbs,City of Brimbank,Mid,310000.0,313000.0,328000.0,345000.0,439000.0,526500.0,546000.0,512000.0,545000,610000,600000,610000,-2,94,6.8,"Albanvale, Kealba, Kings Park, St Albans"
3021,Western municipalities and their suburbs,City of Brimbank,Mid,375000.0,370000.0,390000.0,400000.0,470000.0,595000.0,612000.0,596000.0,600000,660000,705000,665000,7,88,6.5,"Albanvale, Kealba, Kings Park, St Albans"
3021,Western municipalities and their suburbs,City of Brimbank,Mid,324000.0,315000.0,325000.0,355000.0,415000.0,532500.0,550000.0,510000.0,550000,600000,630000,600000,5,94,6.9,"Albanvale, Kealba, Kings Park, St Albans"
3021,Western municipalities and their suburbs,City of Brimbank,Mid,348000.0,350000.0,373500.0,428000.0,500000.0,610000.0,626500.0,594000.0,600000,675000,680500,650000,1,96,6.9,"Albanvale, Kealba, Kings Park, St Albans"
3020,Western municipalities and their suburbs,City of Brimbank,Mid,379500.0,379000.0,432000.0,481000.0,593000.0,730000.0,755000.0,675000.0,727500,832500,830000,670000,0,119,8.1,"Albion, Sunshine, Sunshine North, Sunshine West"
3020,Western municipalities and their suburbs,City of Brimbank,Mid,400000.0,435000.0,483500.0,530500.0,675000.0,765000.0,742000.0,720000.0,750000,870000,855000,695000,-2,114,7.9,"Albion, Sunshine, Sunshine North, Sunshine West"
3020,Western municipalities and their suburbs,City of Brimbank,Mid,395000.0,400000.0,425500.0,495000.0,560000.0,653000.0,673500.0,647000.0,690000,720000,750000,730000,4,90,6.6,"Albion, Sunshine, Sunshine North, Sunshine West"
3020,Western municipalities and their suburbs,City of Brimbank,Mid,375000.0,384500.0,395000.0,450000.0,520000.0,639000.0,635000.0,635000.0,657000,745000,751500,638000,1,100,7.2,"Albion, Sunshine, Sunshine North, Sunshine West"
3022,Western municipalities and their suburbs,City of Brimbank,Mid,342500.0,330000.0,360000.0,381500.0,517500.0,595000.0,629000.0,572000.0,615000,719000,682000,592500,-5,99,7.1,Ardeer
3012,Western municipalities and their suburbs,City of Maribyrnong,Mid,470000.0,491500.0,540000.0,602000.0,700500.0,834000.0,695000.0,672500.0,700000,860000,811500,945000,-6,73,5.6,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
3012,Western municipalities and their suburbs,City of Maribyrnong,Mid,470000.0,491500.0,540000.0,602000.0,700500.0,834000.0,695000.0,672500.0,700000,860000,811500,945000,-6,73,5.6,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
3012,Western municipalities and their suburbs,City of Maribyrnong,Mid,597500.0,635000.0,703500.0,785000.0,925000.0,1020000.0,990000.0,1010000.0,970000,1225000,1287500,1090000,5,115,8.0,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
3012,Western municipalities and their suburbs,City of Maribyrnong,Mid,499000.0,535000.0,587500.0,630000.0,695000.0,825000.0,798500.0,779000.0,789500,850000,885000,897500,4,77,5.9,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
3012,Western municipalities and their suburbs,City of Maribyrnong,Mid,532500.0,553000.0,637500.0,697000.0,798000.0,887500.0,875000.0,785000.0,835000,1050000,960500,915000,-9,80,6.1,"Brooklyn, Brooklyn, Kingsville, Maidstone, West Footscray"
3023,Western municipalities and their suburbs,City of Brimbank,Mid,440000.0,480000.0,545000.0,540000.0,608500.0,710000.0,734000.0,752500.0,807500,850000,941500,900000,11,114,7.9,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
3023,Western municipalities and their suburbs,City of Brimbank,Mid,345000.0,348000.0,365000.0,390000.0,441000.0,552500.0,580000.0,550000.0,580000,630000,635000,618000,1,84,6.3,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
3023,Western municipalities and their suburbs,City of Melton,Outer,385000.0,390000.0,401000.0,415000.0,518500.0,572500.0,605000.0,605000.0,660000,720000,780000,811500,8,103,7.3,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
3023,Western municipalities and their suburbs,City of Melton,Outer,420000.0,427000.0,442500.0,460000.0,522000.0,590000.0,633000.0,591000.0,652500,701000,749000,740000,7,78,6.0,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
3023,Western municipalities and their suburbs,City of Melton,Outer,427500.0,435000.0,460000.0,480000.0,530000.0,611000.0,620000.0,620000.0,650000,720000,749000,670000,4,75,5.8,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
3023,Western municipalities and their suburbs,City of Melton,Outer,400000.0,335500.0,323000.0,318000.0,328000.0,374000.0,460000.0,480000.0,510000,565000,645000,590000,14,61,4.9,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
3023,Western municipalities and their suburbs,City of Melton,Outer,,,,,,340000.0,454000.0,335000.0,502500,580000,610000,669500,5,,,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Cobblebank, Deanside"
3037,Western municipalities and their suburbs,City of Brimbank,Mid,360000.0,372500.0,370000.0,400000.0,458000.0,545000.0,575000.0,530000.0,575000,645000,650000,659000,1,81,6.1,"Delahey, Sydenham"
3037,Western municipalities and their suburbs,City of Brimbank,Mid,415000.0,425000.0,415000.0,440000.0,505000.0,590000.0,620000.0,595000.0,635000,693500,707500,700000,2,70,5.5,"Delahey, Sydenham"
3030,Western municipalities and their suburbs,City of Brimbank,Mid,410000.0,417000.0,435000.0,466000.0,530000.0,635000.0,615000.0,649000.0,658000,715000,770000,740000,8,88,6.5,"Derrimut, Point Cook, Sanctuary Lakes, Werribee, Werribee South"
3030,Western municipalities and their suburbs,City of Wyndham,Outer,435000.0,450000.0,445000.0,465000.0,505000.0,590000.0,630000.0,635000.0,664000,739000,780000,750000,6,79,6.0,"Derrimut, Point Cook, Sanctuary Lakes, Werribee, Werribee South"
3030,Western municipalities and their suburbs,City of Wyndham,Outer,512500.0,480000.0,485000.0,570000.0,503000.0,629000.0,627500.0,625000.0,653500,715000,750000,723000,5,46,3.9,"Derrimut, Point Cook, Sanctuary Lakes, Werribee, Werribee South"
